Data_de_Nascimento;Sexo;Renda_Familiar;Recebe_Auxilio;Q_Reprovacoes
26/08/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;13
07/02/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;5
20/10/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
28/02/1980;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
15/11/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);24
11/02/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);2
28/10/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
23/05/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;8
01/01/1976;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
20/03/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
21/05/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
04/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/12/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
29/05/1992;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
13/11/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;17
05/03/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
12/03/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;14
10/01/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);7
11/12/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
23/05/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
03/12/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
25/11/1991;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;6
03/08/1990;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;12
08/11/1989;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
05/02/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;2
17/10/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
08/09/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
01/04/1996;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;8
18/10/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
24/02/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
12/07/1987;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
08/09/1979;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
02/06/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
03/02/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
23/08/2000;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
12/06/1989;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
25/04/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
04/08/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
26/10/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
24/02/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);
07/07/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
19/11/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;20
06/05/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
21/03/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
06/06/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
17/05/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;10
08/07/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
15/06/1985;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
04/09/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
27/04/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
19/05/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;2
21/01/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
01/09/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;11
12/09/1988;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
30/05/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
17/11/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);4
27/01/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
26/07/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;
15/05/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
29/10/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
07/03/1986;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
26/06/1985;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
06/10/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
20/05/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
07/06/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
23/09/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
11/03/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;2
22/11/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
26/04/1994;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
04/09/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
20/06/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
05/08/1980;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
20/02/1988;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
09/10/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
18/02/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
02/06/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;17
10/05/1998;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
09/02/1982;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
15/09/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;13
17/06/1999;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);7
24/09/1986;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
03/03/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
17/02/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;14
05/07/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
24/05/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
10/04/1989;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
05/09/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;3
23/06/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
28/05/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);1
26/05/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;8
21/01/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;13
16/01/1995;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;12
17/09/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
08/12/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
07/11/1995;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
27/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/09/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
04/06/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
09/09/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
07/11/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;1
10/03/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
23/08/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;28
08/02/1982;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
07/10/1998;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
12/09/1974;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
06/09/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;20
13/11/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
29/04/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
18/06/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
23/03/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);7
29/03/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;17
18/01/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA APOIO AO ESPORTE;5
25/01/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;24
18/03/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
27/01/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
11/05/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
18/05/1972;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
04/04/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
01/05/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
21/04/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
09/04/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
22/09/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
25/08/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
02/01/1986;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
24/06/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
13/05/1991;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
19/12/1995;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;8
09/12/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
04/11/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
27/07/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);1
15/01/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
10/06/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
23/10/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
21/04/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;11
12/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
26/05/1995;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);BOLSA APOIO AO ESPORTE;7
13/03/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
15/11/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;8
29/04/1991;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;21
19/05/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
07/07/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
28/02/1969;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;13
23/10/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
08/03/1991;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;5
02/12/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
06/11/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;4
17/09/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);8
30/08/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
27/01/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
10/09/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
10/01/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/12/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
06/05/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;16
08/11/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
21/04/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
05/06/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;3
05/09/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
05/02/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
19/07/1981;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
27/08/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;8
12/08/1989;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
30/01/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;9
12/11/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
01/09/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
30/11/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
16/09/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO TRANSPORTE;3
09/08/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
01/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
20/12/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
27/12/1968;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
16/11/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
17/09/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
06/07/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
12/04/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
14/09/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);8
15/08/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
03/06/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
12/03/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
19/04/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
04/03/1985;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
12/10/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;17
13/12/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;9
19/06/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
15/05/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
01/01/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
16/11/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
30/11/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
18/06/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
28/11/1997;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;
20/01/1998;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
21/05/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
12/05/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
24/11/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
12/09/1988;F;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;7
27/10/1985;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
26/09/1975;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
19/07/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;26
07/03/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;12
19/05/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;2
07/04/1997;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
16/12/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
26/04/1971;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
04/01/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
11/03/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;2
10/05/1985;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;9
23/09/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
26/09/1990;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;22
07/07/1976;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;35
15/10/1991;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;21
21/11/1980;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
24/07/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
23/01/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
22/04/1980;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
23/03/1996;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;4
13/12/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
08/03/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;3
20/06/1993;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;5
29/01/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
01/03/1988;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;19
04/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
26/03/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
26/10/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
06/04/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
02/02/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;24
24/02/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
15/03/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
26/06/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
30/11/1989;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA APOIO AO ESPORTE;34
27/12/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
07/01/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
08/09/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
23/02/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
05/01/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
06/07/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
06/10/1993;F;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;
07/11/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
15/04/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
17/09/1994;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;12
07/03/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
08/02/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
18/12/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
23/10/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;1
29/10/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;18
31/10/1996;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;1
06/10/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/02/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
21/09/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
20/11/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;12
03/11/1990;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;25
08/08/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;27
25/11/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
26/03/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
24/02/1992;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;19
12/01/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;23
09/03/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
14/07/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
15/01/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
15/12/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
29/10/1987;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
24/12/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
11/03/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;1
12/12/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
03/05/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;13
19/04/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
30/01/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
11/02/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
13/01/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;15
13/10/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
29/03/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;12
26/12/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
09/12/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
29/03/1996;F;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;17
25/06/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
01/01/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
04/01/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
